Mini Fabrica,Codigo Item,Descricao Item,Tipo Unidade,Codigo Cor,Descricao Cor,Tam,Deve (Abast),Saldo em Casa,Origem do Saldo
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,108833,PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132,3,-78.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,108833,PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132,4,-33.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109806,MARINHO1128/MAR.11 28-IRON1452- CAR.1202-BRCO OFF 1132,1,-4.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109806,MARINHO1128/MAR.11 28-IRON1452- CAR.1202-BRCO OFF 1132,2,-8.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109806,MARINHO1128/MAR.11 28-IRON1452- CAR.1202-BRCO OFF 1132,3,-8.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109806,MARINHO1128/MAR.11 28-IRON1452- CAR.1202-BRCO OFF 1132,4,-4.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109807,CAFE 569/CAFE 569-AREIA 1137-PRETO01- CARAM.1202-BCO OFF 1132,1,-6.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109807,CAFE 569/CAFE 569-AREIA 1137-PRETO01- CARAM.1202-BCO OFF 1132,2,-11.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109807,CAFE 569/CAFE 569-AREIA 1137-PRETO01- CARAM.1202-BCO OFF 1132,3,-11.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109807,CAFE 569/CAFE 569-AREIA 1137-PRETO01- CARAM.1202-BCO OFF 1132,4,-4.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA,PAR,21007,BRANCO,2,-6.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,21007,BRANCO 99/PRETO 01,4,-10.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,93562,MARINHO 1128/BRANCO 99,2,-71.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,93718,PRETO 01/BRANCO OFF 1132,2,-176.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,93718,PRETO 01/BRANCO OFF 1132,4,-148.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,108584,CAMEL 778/BRANCO OFF 1132,2,-108.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,108584,CAMEL 778/BRANCO OFF 1132,4,-112.0,0.00000,nacional
Mini Fabrica - 6,25567,AVESSO VELUR,,3,PRETO,,-24.888,0.00000,nacional
Mini Fabrica - 6,25567,AVESSO VELUR,,35313,CREME 516,,-17.864,0.00000,nacional
Mini Fabrica - 6,56577,FORRO MILANO PU 0.7(B O/I 2014),,72374,CAFE 856,,-10.0,134.00000,nacional
Mini Fabrica - 6,56577,FORRO MILANO PU 0.7(B O/I 2014),,100196,AVELA 1248,,-10.784,32.00000,nacional
Mini Fabrica - 6,58623,FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50,,29452,BEGE 435,,-14.284,25.00000,nacional
Mini Fabrica - 6,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,29452,BEGE 435,,-19.95,25.00000,nacional
Mini Fabrica - 6,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,52531,NUDE 658,,-7.887,0.00000,nacional
Mini Fabrica - 6,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,103102,CHERRY 1335,,-1.076,32.00000,nacional
Mini Fabrica - 6,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,52568,NUDE 658/CRU 20,,-14.743,20.00000,nacional
Mini Fabrica - 6,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,103963,CONHAQUE 1273/PRETO 01,,-2.342,43.40000,nacional
Mini Fabrica - 6,73824,SARJA 220 GR 100% ALGODAO+ FILME 50 MICRAS,,15745,PRETO 01,,-0.085,0.00000,nacional
Mini Fabrica - 6,73824,SARJA 220 GR 100% ALGODAO+ FILME 50 MICRAS,,17228,CRU 20,,-0.028,0.00000,nacional
Mini Fabrica - 6,84629,VERNIZ PREMIUM PU 1.0 (M/MD O/I 2017)+ SARJA 7030/40 0.40,,29498,BEGE 435/CRU 20,,-0.038,13.40000,nacional
Mini Fabrica - 6,94157,NAPA TURIM PU 1.0+VELVET,,53180,NUDE 658/CREME 516,,-7.835,46.50000,nacional
Mini Fabrica - 6,108850,NAPA PELE STRECH PU 1.0 (MD O/I 2019),,15745,PRETO 01,,-11.05,0.00000,nacional
Mini Fabrica - 6,128938,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21),,101540,OLIVA 1281,,-4.0,42.00000,nacional
Mini Fabrica - 6,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,104066,AZUL SKY 1395/CRU 20,,-0.415,0.00000,nacional
Mini Fabrica - 6,145635,NAPA FLOATHER NATURE PU 1.0+VELVET+FORRO SOFT CONFORTO PU 0.7,,101182,VERDE 1270/CREME 516/BEGE 435,,-0.07,0.00000,nacional
Mini Fabrica - 6,149602,CAMURCA STRECH DUO + VELVET (MD O/I /23),,15787,PRETO 01/PRETO,,-9.394,42.70000,nacional
Mini Fabrica - 6,149602,CAMURCA STRECH DUO + VELVET (MD O/I /23),,108394,CAMEL 1470/CASTANHO,,-1.169,0.00000,nacional
Mini Fabrica - 6,157666,TECIDO ADTERM CH 180 C CONFORFLEX T7 EXT 400 C,,15745,PRETO 01,,-41.878,60.00000,nacional
Mini Fabrica - 6,163149,NAPA SOFT MADRI PU 1.0 (V O/I 23/24),,15745,PRETO 01,,-4.0,14.90000,nacional
Mini Fabrica - 6,163149,NAPA SOFT MADRI PU 1.0 (V O/I 23/24),,35312,BRANCO OFF 526,,-4.0,0.00000,nacional
Mini Fabrica - 6,163149,NAPA SOFT MADRI PU 1.0 (V O/I 23/24),,101321,CHOCOLATE 1271,,-4.0,26.00000,nacional
Mini Fabrica - 6,169777,TECIDO TELA LENA (MD P/V 23/24)+ESPUMA D501 3MM+CACHAREL 120GR,,16143,PRETO 01/PRETO 01/PRETO 01,,-537.536,0.00000,nacional
Mini Fabrica - 6,174565,NAPA SUPREMA PU 0.9 (MD O/I 25)+VELVET,,15758,PRETO 01/PRETO 01,,-0.568,13.00000,nacional
Mini Fabrica - 6,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,35312,BRANCO OFF 526,,-0.366,0.00000,nacional
Mini Fabrica - 6,187451,NYLON KANSAS(ACT O/I22)+ESPUMA D501 3MM+CACHAREL 120GR,,106860,AVELA 1248/BRANCO 15/CREME 516,,-9.368,0.00000,nacional
Mini Fabrica - 6,192842,BRILHO ITALIA PU 0.9 (P/V 25/26)+BASE FLEX,,34788,DOURADO/BISCOITO,,-11.822,20.00000,nacional
Mini Fabrica - 6,195876,NAPA TRESSE BERLIM PU 1.2 (MD O/I 26),,15745,PRETO 01,,-5.0,7.50000,nacional
Mini Fabrica - 6,195876,NAPA TRESSE BERLIM PU 1.2 (MD O/I 26),,35312,BRANCO OFF 526,,-7.0,0.00000,nacional
Mini Fabrica - 6,195876,NAPA TRESSE BERLIM PU 1.2 (MD O/I 26),,100196,AVELA 1248,,-4.0,0.00000,nacional
Mini Fabrica - 6,197082,NAPA LEZARD EVORA PU 1.0 (MD O/I 26),,15745,PRETO 01,,-4.0,0.00000,nacional
Mini Fabrica - 6,197082,NAPA LEZARD EVORA PU 1.0 (MD O/I 26),,52531,NUDE 658,,-4.0,22.00000,nacional
Mini Fabrica - 6,197082,NAPA LEZARD EVORA PU 1.0 (MD O/I 26),,100196,AVELA 1248,,-4.0,12.50000,nacional
Mini Fabrica - 6,202343,NAPA TRESSE BERLIM PU 1.2 (MD O/I 26)+VELVET+FORRO SOFT CONFORTO PU 0.7,,101978,AVELA 1248/CREME 516/BEGE 435,,-1.371,20.50000,nacional
Mini Fabrica - 6,202378,"NAPA ESSELENCE PU 0.9+SARJA 7030+SPO40G+ESP.PU2,5 D30+CACHAREL CONFORT",,16143,PRETO 01/PRETO 01/PRETO 01,,-21.812,0.00000,nacional
Mini Fabrica - 6,202378,"NAPA ESSELENCE PU 0.9+SARJA 7030+SPO40G+ESP.PU2,5 D30+CACHAREL CONFORT",,35738,BRANCO OFF 526/CRU 20/BEGE 435,,-10.392,0.00000,nacional
Mini Fabrica - 6,202378,"NAPA ESSELENCE PU 0.9+SARJA 7030+SPO40G+ESP.PU2,5 D30+CACHAREL CONFORT",,53629,NUDE 658/CRU 20/BEGE 435,,-9.832,0.00000,nacional
Mini Fabrica - 6,202378,"NAPA ESSELENCE PU 0.9+SARJA 7030+SPO40G+ESP.PU2,5 D30+CACHAREL CONFORT",,109577,AVELA 1248/CRU 20/BEGE 435,,-6.82,0.00000,nacional
Mini Fabrica - 6,202643,NAPA SOFT MADRI PU 1.0 (V O/I 23/24)+BASE FLEX,,37331,BRANCO OFF 526/BISCOITO,,-10.245,19.00000,nacional
Mini Fabrica - 6,202643,NAPA SOFT MADRI PU 1.0 (V O/I 23/24)+BASE FLEX,,107628,OLIVE 1469/BISCOITO,,-0.426,0.00000,nacional
Mini Fabrica - 9,25567,AVESSO VELUR,,3,PRETO,,-58.182,0.00000,nacional
Mini Fabrica - 9,25567,AVESSO VELUR,,23041,CARAMELO 310,,-0.756,0.00000,nacional
Mini Fabrica - 9,25567,AVESSO VELUR,,35313,CREME 516,,-12.112,0.00000,nacional
Mini Fabrica - 9,32468,NOBUCK NEW PU 0.8 NOSSA BASE(P/V 09/10),,15745,PRETO 01,,-2.102,0.00000,nacional
Mini Fabrica - 9,44187,"CACHAREL SOFT(B P/V 11/12)+ESP PU 1,5 D30+SPONL 40GR ANTI-MICROBIANO",,15745,PRETO 01,,-5.871,714.40000,nacional
Mini Fabrica - 9,44187,"CACHAREL SOFT(B P/V 11/12)+ESP PU 1,5 D30+SPONL 40GR ANTI-MICROBIANO",,35313,CREME 516,,-32.426,294.00000,nacional
Mini Fabrica - 9,47527,FORRO FIORI (V P/V 12/13),,26926,CAMEL 408,,-9.083,0.00000,nacional
Mini Fabrica - 9,56427,PELICA PU 1.0 (V O/I 2014),,15745,PRETO 01,,-6.277,0.00000,nacional
Mini Fabrica - 9,56427,PELICA PU 1.0 (V O/I 2014),,16072,BRANCO 99,,-4.38,0.00000,nacional
Mini Fabrica - 9,56427,PELICA PU 1.0 (V O/I 2014),,29452,BEGE 435,,-2.126,0.00000,nacional
Mini Fabrica - 9,56427,PELICA PU 1.0 (V O/I 2014),,35312,BRANCO OFF 526,,-51.467,0.00000,nacional
Mini Fabrica - 9,56427,PELICA PU 1.0 (V O/I 2014),,52531,NUDE 658,,-3.413,0.00000,nacional
Mini Fabrica - 9,56427,PELICA PU 1.0 (V O/I 2014),,95373,CAMEL 1165,,-0.178,0.00000,nacional
Mini Fabrica - 9,56427,PELICA PU 1.0 (V O/I 2014),,104068,MOCCA 1398,,-6.9,0.00000,nacional
Mini Fabrica - 9,56577,FORRO MILANO PU 0.7(B O/I 2014),,16072,BRANCO 99,,-4.748,0.00000,nacional
Mini Fabrica - 9,56577,FORRO MILANO PU 0.7(B O/I 2014),,29452,BEGE 435,,-25.713,0.00000,nacional
Mini Fabrica - 9,56577,FORRO MILANO PU 0.7(B O/I 2014),,35312,BRANCO OFF 526,,-14.337,26.00000,nacional
Mini Fabrica - 9,56577,FORRO MILANO PU 0.7(B O/I 2014),,95373,CAMEL 1165,,-9.476,93.00000,nacional
Mini Fabrica - 9,56577,FORRO MILANO PU 0.7(B O/I 2014),,104068,MOCCA 1398,,-2.535,38.00000,nacional
Mini Fabrica - 9,56577,FORRO MILANO PU 0.7(B O/I 2014),,107610,OLIVE 1469,,-3.32,46.00000,nacional
Mini Fabrica - 9,63609,FORRO MILANO PU 0.7+PX25+FILME PU 400,,50,NATURAL,,-79.006,229.40000,nacional
Mini Fabrica - 9,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,15745,PRETO 01,,-15.265,0.00000,nacional
Mini Fabrica - 9,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,52531,NUDE 658,,-19.197,0.00000,nacional
Mini Fabrica - 9,67244,NAPA TURIM PU 1.0 (B P/V 15/16),,107613,TERRACOTA 1477,,-0.651,26.00000,nacional
Mini Fabrica - 9,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,18215,BRANCO 99/CRU 20,,-17.936,54.30000,nacional
Mini Fabrica - 9,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,35324,BRANCO OFF 526/CRU 20,,-12.138,94.30000,nacional
Mini Fabrica - 9,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,101992,VERDE LUNA 1256/CRU 20,,-8.573,0.00000,nacional
Mini Fabrica - 9,67345,NAPA TURIM PU 1.0 + SARJA 7030/40 0.40,,105897,OSTRA 1431/CRU 20,,-6.281,47.80000,nacional
Mini Fabrica - 9,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,96142,CAMEL 1165/BISCOITO,,-26.133,1.50000,nacional
Mini Fabrica - 9,73034,NAPA TURIM PU 1.0 (B P/V 15/16)+BASE FLEX 1.0,,107768,TERRACOTA 1477/BISCOITO,,-0.706,20.00000,nacional
Mini Fabrica - 9,76853,METAL GLAMOUR PU 0.9 (V P/V 16/17),,41,PRATA,,-1.374,0.00000,nacional
Mini Fabrica - 9,84549,VERNIZ PREMIUM PU 1.0 (M/MD O/I 2017),,95373,CAMEL 1165,,-2.664,14.50000,nacional
Mini Fabrica - 9,84629,VERNIZ PREMIUM PU 1.0 (M/MD O/I 2017)+ SARJA 7030/40 0.40,,29498,BEGE 435/CRU 20,,-0.711,13.40000,nacional
Mini Fabrica - 9,94157,NAPA TURIM PU 1.0+VELVET,,15787,PRETO 01/PRETO,,-12.927,84.00000,nacional
Mini Fabrica - 9,94157,NAPA TURIM PU 1.0+VELVET,,95701,CAMEL 1165/CREME 516,,-20.404,16.70000,nacional
Mini Fabrica - 9,94157,NAPA TURIM PU 1.0+VELVET,,101646,CHOCOLATE 1271/PRETO,,-11.552,114.60000,nacional
Mini Fabrica - 9,100051,PELICA PU 0.9+POLLINYLON/11HM2L+MILANO,,30894,BRANCO 99/BRANCO 15/CAMEL 408,,-17.662,39.10000,nacional
Mini Fabrica - 9,100051,PELICA PU 0.9+POLLINYLON/11HM2L+MILANO,,55095,NUDE 658/BRANCO 15/CAMEL 408,,-32.178,18.70000,nacional
Mini Fabrica - 9,100051,PELICA PU 0.9+POLLINYLON/11HM2L+MILANO,,95864,CAMEL 1165/BRANCO 15/CAMEL 408,,-27.97,0.00000,nacional
Mini Fabrica - 9,111581,FORRO PELE STRECH P.U 0.7+ESPUMA 2MM D26+CACHARREL SOFT ANTI-MICROBIANO,,16143,PRETO 01/PRETO 01/PRETO 01,,-6.653,0.00000,nacional
Mini Fabrica - 9,112008,NAPA PELE STRECH PU 1.0 (MD O/I 2019)+SARJA 7030/40,,29498,BEGE 435/CRU 20,,-1.356,30.00000,nacional
Mini Fabrica - 9,112853,"FORRO SOFT CONFORTO PU 0.7(MD P/V 18/19)+ESPUMA PU 6,5MM D.60+SPONLACE 30GR",,29497,BEGE 435/BRANCO 15,,-34.96,0.00000,nacional
Mini Fabrica - 9,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,18215,BRANCO 99/CRU 20,,-0.763,25.00000,nacional
Mini Fabrica - 9,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,35324,BRANCO OFF 526/CRU 20,,-96.234,71.80000,nacional
Mini Fabrica - 9,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,73437,CAFE 856/PRETO 01,,-0.862,0.00000,nacional
Mini Fabrica - 9,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,84042,CREME 985/CRU 20,,-21.72,49.00000,nacional
Mini Fabrica - 9,138672,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21)+VELVET,,36126,BRANCO OFF 526/CREME 516,,-19.003,0.00000,nacional
Mini Fabrica - 9,138672,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21)+VELVET,,100604,AVELA 1248/CREME 516,,-80.462,256.00000,nacional
Mini Fabrica - 9,138672,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21)+VELVET,,104327,VERDE SALVIA 1401/CREME 516,,-6.344,29.00000,nacional
Mini Fabrica - 9,138672,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21)+VELVET,,108448,ALECRIM 1491/CREME 516,,-0.049,0.00000,nacional
Mini Fabrica - 9,143760,METALIZADO LONDON PU 0.9+BASE FLEX,,15787,PRETO 01/PRETO,,-0.086,12.30000,nacional
Mini Fabrica - 9,155239,NOBUCK NEW PU 0.8 NOSSA BASE(P/V 09/10)+SARJA 7030,,15758,PRETO 01/PRETO 01,,-13.464,0.00000,nacional
Mini Fabrica - 9,168873,NAPA CALF PU 0.9 ( P/V 24/25),,15745,PRETO 01,,-110.314,0.00000,nacional
Mini Fabrica - 9,168873,NAPA CALF PU 0.9 ( P/V 24/25),,100983,VERDE LUNA 1256,,-46.882,26.50000,nacional
Mini Fabrica - 9,168873,NAPA CALF PU 0.9 ( P/V 24/25),,102051,AREIA 1286,,-100.434,0.00000,nacional
Mini Fabrica - 9,168873,NAPA CALF PU 0.9 ( P/V 24/25),,104068,MOCCA 1398,,-14.506,0.00000,nacional
Mini Fabrica - 9,169103,NAPA CALF PU 0.9 (V P/V 24/25)+POLINYLON 11HML 2L+FORRO,,102219,AREIA 1286/BRANCO,,-3.942,21.80000,nacional
Mini Fabrica - 9,192622,METALIZADO MILANO PU 0.9 (V O/I 25/26),,41,PRATA,,-4.183,16.00000,nacional
Mini Fabrica - 9,192622,METALIZADO MILANO PU 0.9 (V O/I 25/26),,66,DOURADO,,-20.471,0.00000,nacional
Mini Fabrica - 9,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,23146,OURO ROSADO,,-43.404,0.00000,nacional
Mini Fabrica - 9,196639,NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40,,15758,PRETO 01/PRETO 01,,-3.534,0.00000,nacional
Mini Fabrica - 9,196639,NAPA VELUNA 0.9 (MD O/I 26) - IMPORTADO+ SARJA 7030/40,,106878,CHOCOLATE 1456/PRETO 01,,-94.674,128.00000,nacional
Mini Fabrica - 9,196770,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25),,96942,MULTI CAMEL 1165,,-7.386,42.00000,nacional
Mini Fabrica - 9,197280,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.,,101439,CACAU 1277,,-9.387,0.00000,nacional
Mini Fabrica - 9,197280,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.,,106596,CARAMELO 1450,,-14.856,0.00000,nacional
Mini Fabrica - 10,25567,AVESSO VELUR,,3,PRETO,,-22.892,0.00000,nacional
Mini Fabrica - 10,25567,AVESSO VELUR,,35313,CREME 516,,-0.229,0.00000,nacional
Mini Fabrica - 10,56427,PELICA PU 1.0 (V O/I 2014),,15745,PRETO 01,,-50.19,0.00000,nacional
Mini Fabrica - 10,56427,PELICA PU 1.0 (V O/I 2014),,83508,CAFE 987,,-8.25,40.00000,nacional
Mini Fabrica - 10,58623,FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50,,15745,PRETO 01,,-8.905,44.00000,nacional
Mini Fabrica - 10,58702,"FORRO CACHAREL CONFORT(MD O/I 2014)+ESP.PU2,5 D30+SPO40GR ANTI- MICROBI",,29452,BEGE 435,,-24.672,288.80000,nacional
Mini Fabrica - 10,59009,NAPA SENSE FLEX PU 0.9 (I/2012)+SARJA 7030 0.40,,15758,PRETO 01/PRETO 01,,-98.951,0.00000,nacional
Mini Fabrica - 10,70727,CAMURCAO PU 1.2 (M O/I 2016),,15745,PRETO 01,,-14.514,0.00000,nacional
Mini Fabrica - 10,70727,CAMURCAO PU 1.2 (M O/I 2016),,35312,BRANCO OFF 526,,-3.002,25.00000,nacional
Mini Fabrica - 10,70727,CAMURCAO PU 1.2 (M O/I 2016),,93249,AREIA 1137,,-0.387,0.00000,nacional
Mini Fabrica - 10,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,100874,CAMEL 1165/BRANCO 15/CAMEL 1165,,-1.472,12.00000,nacional
Mini Fabrica - 10,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,107650,OSTRA 1431/BRANCO 15/OSTRA 1431,,-0.491,0.00000,nacional
Mini Fabrica - 10,74934,NAPA TURIM PU 1.0 + POLINYLON 11HM 2 L+FORRO MILANO PU 0.7,,109002,CHOCOLATE 1271/PRETO 01/CHOCOLATE 1271,,-0.491,15.80000,nacional
Mini Fabrica - 10,80451,CAMURCAO PU 1.2 (M O/I 2016)+FILME SC 50,,15745,PRETO 01,,-96.874,30.00000,nacional
Mini Fabrica - 10,80451,CAMURCAO PU 1.2 (M O/I 2016)+FILME SC 50,,93249,AREIA 1137,,-54.206,50.00000,nacional
Mini Fabrica - 10,81298,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17),,15745,PRETO 01,,-5.082,0.00000,nacional
Mini Fabrica - 10,81298,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17),,93249,AREIA 1137,,-4.095,0.00000,nacional
Mini Fabrica - 10,81554,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+VELVET 0.50,,15787,PRETO 01/PRETO,,-11.416,0.00000,nacional
Mini Fabrica - 10,81554,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+VELVET 0.50,,93868,BRANCO OFF 1132/CREME 516,,-8.16,11.10000,nacional
Mini Fabrica - 10,92871,MALHA ADTERM MA 140P CONFORFLEX 650C,,15745,PRETO 01,,-45.174,0.00000,nacional
Mini Fabrica - 10,108850,NAPA PELE STRECH PU 1.0 (MD O/I 2019),,95669,CARAMELO 1170,,-1.22,53.50000,nacional
Mini Fabrica - 10,112008,NAPA PELE STRECH PU 1.0 (MD O/I 2019)+SARJA 7030/40,,90037,TAN 1080/CRU 20,,-23.541,30.00000,nacional
Mini Fabrica - 10,114196,NAPA PELE STRECH PU 1.0 (MD O/I 2019)+VELVET,,101646,CHOCOLATE 1271/PRETO,,-0.006,0.00000,nacional
Mini Fabrica - 10,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,15758,PRETO 01/PRETO 01,,-20.889,68.00000,nacional
Mini Fabrica - 10,128939,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21) + SARJA 7030/40,,18215,BRANCO 99/CRU 20,,-0.751,25.00000,nacional
Mini Fabrica - 10,138672,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21)+VELVET,,100604,AVELA 1248/CREME 516,,-13.042,256.00000,nacional
Mini Fabrica - 10,138672,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21)+VELVET,,104327,VERDE SALVIA 1401/CREME 516,,-10.328,29.00000,nacional
Mini Fabrica - 10,151481,"CACHAREL RUN (MLK)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO",,26485,BRANCO 99/BRANCO 15/BRANCO 15,,-10.428,0.00000,nacional
Mini Fabrica - 10,151481,"CACHAREL RUN (MLK)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO",,59778,PRETO/BRANCO 15/PRETO 01,,-16.962,238.50000,nacional
Mini Fabrica - 10,151481,"CACHAREL RUN (MLK)+ESP PU 1,5 D30+SP 40GR ANTI-MICROBIANO",,108772,CAMEL 778/BRANCO 15- BRANCO 15,,-8.22,0.00000,nacional
Mini Fabrica - 10,152117,NAPA FLOTER RUSTICO NEO 1.4(MLK O/I 17)+FILME TACK 40GR,,93244,BRANCO OFF 1132,,-10.547,15.50000,nacional
Mini Fabrica - 10,157751,FORRO MILANO PU 0.7(B O/I 2014)+FILME PA 102/18,,15745,PRETO 01,,-2.658,0.00000,nacional
Mini Fabrica - 10,157751,FORRO MILANO PU 0.7(B O/I 2014)+FILME PA 102/18,,101321,CHOCOLATE 1271,,-5.939,0.00000,nacional
Mini Fabrica - 10,164097,NAPA FLOATHER CLASSIC NEO 1.45(ACT P/V 22/23),,15745,PRETO 01,,-9.832,7.00000,nacional
Mini Fabrica - 10,164444,"TECIDO VELVET+ESPUMA PU 1,5MM D26+SPON 30",,44926,BRANCO 15/BRANCO 15,,-1.117,0.00000,nacional
Mini Fabrica - 10,166687,NAPA FLOATHER CLASSIC NEO 1.45(ACT P/V 22/23)+VELVET 0.50,,15758,PRETO 01/PRETO 01,,-27.908,86.80000,nacional
Mini Fabrica - 10,166687,NAPA FLOATHER CLASSIC NEO 1.45(ACT P/V 22/23)+VELVET 0.50,,36147,BRANCO 99/CREME 516,,-21.888,26.90000,nacional
Mini Fabrica - 10,168353,FILME PVC AUSTRALIA,,106717,IRON 1452,,-0.725,19.60000,nacional
Mini Fabrica - 10,170196,NYLON FREE SPORT+DUPLAFRONTURA SPACER SOLAR STR XX I8U 245G,,101082,AREIA 1137/BRANCO,,-6.916,0.00000,nacional
Mini Fabrica - 10,172896,NAPA BERLIM PU 1.2+TECIDO LECCE,,84081,CAFE 987/PRETO 01,,-6.867,0.00000,nacional
Mini Fabrica - 10,173406,GASPEA LOC PESARO(ACT 0/I 24) L.4935.100,PAR,15745,PRETO 01,2,-95.0,210.00000,nacional
